id	time_scraped	follower	followed
2434071	2022-10-29T21:20:16.651554Z	4118	84633
2434079	2022-10-29T21:20:21.316894Z	4118	187885
2434086	2022-10-29T21:20:25.610127Z	4118	5452
2434094	2022-10-29T21:20:30.462046Z	4118	15182
2434102	2022-10-29T21:20:39.309144Z	4118	121689
2434150	2022-10-29T21:21:09.953833Z	4118	37723
2434158	2022-10-29T21:21:14.574937Z	4118	126108
2434166	2022-10-29T21:21:19.181014Z	4118	176702
2434173	2022-10-29T21:21:23.329247Z	4118	75719
2434181	2022-10-29T21:21:28.949015Z	4118	45846
2434189	2022-10-29T21:21:33.697080Z	4118	36778
2434193	2022-10-29T21:21:39.223861Z	4118	13831
2434201	2022-10-29T21:21:44.333281Z	4118	14339
2434247	2022-10-29T21:22:15.845388Z	4118	210247
2434354	2022-10-29T21:23:23.073353Z	4118	15081
2434357	2022-10-29T21:23:25.541942Z	4118	55589
2434362	2022-10-29T21:23:27.343043Z	4118	15627
2434365	2022-10-29T21:23:29.101743Z	4118	245418
2434370	2022-10-29T21:23:31.094276Z	4118	377442
2434378	2022-10-29T21:23:33.535791Z	4118	242004
2434386	2022-10-29T21:23:39.369004Z	4118	28923
2434392	2022-10-29T21:23:43.584986Z	4118	214422
2434416	2022-10-29T21:23:58.841510Z	4118	17652
2434423	2022-10-29T21:24:08.217061Z	4118	89992
2434431	2022-10-29T21:24:12.509045Z	4118	54313
2434438	2022-10-29T21:24:17.033413Z	4118	248988
2434446	2022-10-29T21:24:20.836988Z	4118	152006
2434450	2022-10-29T21:24:22.597287Z	4118	12874
2434453	2022-10-29T21:24:24.489188Z	4118	10213
2434458	2022-10-29T21:24:26.760958Z	4118	41581
2434463	2022-10-29T21:24:31.148936Z	4118	45973
2434468	2022-10-29T21:24:34.377812Z	4118	52788
2434471	2022-10-29T21:24:37.116922Z	4118	102672
2434502	2022-10-29T21:24:57.770537Z	4118	348286
2434507	2022-10-29T21:24:59.861353Z	4118	12632
2434510	2022-10-29T21:25:03.057374Z	4118	410152
2434514	2022-10-29T21:25:05.641019Z	4118	82413
2434518	2022-10-29T21:25:08.350513Z	4118	159536
2434593	2022-10-29T21:25:53.665178Z	4118	3837
2434601	2022-10-29T21:25:58.397337Z	4118	10537
2434794	2022-10-29T21:28:03.417119Z	4118	44142
2434804	2022-10-29T21:28:08.577420Z	4118	99109
2434811	2022-10-29T21:28:13.198599Z	4118	211316
2434819	2022-10-29T21:28:17.577031Z	4118	55877
2434827	2022-10-29T21:28:21.681054Z	4118	146992
2434834	2022-10-29T21:28:26.021140Z	4118	427001
2434630	2022-10-29T21:26:17.889019Z	4118	62736
2434635	2022-10-29T21:26:19.783246Z	4118	4633
2434646	2022-10-29T21:26:25.921044Z	4118	178645
2434649	2022-10-29T21:26:28.001128Z	4118	68451
2434654	2022-10-29T21:26:30.173036Z	4118	76013
2434657	2022-10-29T21:26:32.801536Z	4118	17475
2434660	2022-10-29T21:26:35.141107Z	4118	3586
2434668	2022-10-29T21:26:37.245008Z	4118	46457
2434677	2022-10-29T21:26:42.397179Z	4118	13677
2434684	2022-10-29T21:26:46.989182Z	4118	370710
2434692	2022-10-29T21:26:54.801034Z	4118	226806
2434696	2022-10-29T21:26:59.429436Z	4118	68269
2434698	2022-10-29T21:27:02.793031Z	4118	64518
2434703	2022-10-29T21:27:06.903047Z	4118	335907
2434851	2022-10-29T21:28:38.957049Z	4118	54389
2434854	2022-10-29T21:28:41.037520Z	4118	29833
2434858	2022-10-29T21:28:42.790421Z	4118	14218
2434862	2022-10-29T21:28:44.833101Z	4118	8919
2434866	2022-10-29T21:28:46.537048Z	4118	22959
2434870	2022-10-29T21:28:48.529114Z	4118	33290
2434874	2022-10-29T21:28:53.325808Z	4118	248270
2434880	2022-10-29T21:28:56.438902Z	4118	42752
2434884	2022-10-29T21:28:59.138788Z	4118	29990
2434889	2022-10-29T21:29:03.004965Z	4118	23866
2434895	2022-10-29T21:29:06.589048Z	4118	29772
2434902	2022-10-29T21:29:09.405343Z	4118	31739
